Geography,Cases
"Marshall County, Kansas",22
"Meade County, Kansas",12
"Miami County, Kansas",95
"Mitchell County, Kansas",10
"Montgomery County, Kansas",128
"Morris County, Kansas",7
"Morton County, Kansas",8
"Nemaha County, Kansas",15
"Neosho County, Kansas",37
"Ness County, Kansas",8
"Norton County, Kansas",8
"Osage County, Kansas",20
"Osborne County, Kansas",6
"Ottawa County, Kansas",5
"Pawnee County, Kansas",16
"Phillips County, Kansas",12
"Pottawatomie County, Kansas",64
"Pratt County, Kansas",28
"Rawlins County, Kansas",1
"Reno County, Kansas",266
"Republic County, Kansas",7
"Rice County, Kansas",11
"Riley County, Kansas",520
"Rooks County, Kansas",8
"Rush County, Kansas",3
"Russell County, Kansas",9
"Saline County, Kansas",176
"Scott County, Kansas",11
"Sedgwick County, Kansas","3,161"
"Seward County, Kansas",128
"Shawnee County, Kansas","1,413"
"Sheridan County, Kansas",4
"Sherman County, Kansas",17
"Smith County, Kansas",4
"Stafford County, Kansas",7
"Stanton County, Kansas",1
"Stevens County, Kansas",14
"Sumner County, Kansas",59
"Thomas County, Kansas",15
"Trego County, Kansas",0
"Wabaunsee County, Kansas",7
"Wallace County, Kansas",0
"Washington County, Kansas",10
"Wichita County, Kansas",2
"Wilson County, Kansas",24
"Woodson County, Kansas",7
"Wyandotte County, Kansas","1,576"
"Adair County, Kentucky",54
"Allen County, Kentucky",25
"Anderson County, Kentucky",49
"Ballard County, Kentucky",23
"Barren County, Kentucky",132
"Bath County, Kentucky",34
"Bell County, Kentucky",73
"Boone County, Kentucky",393
"Bourbon County, Kentucky",74
"Boyd County, Kentucky",111
"Boyle County, Kentucky",84
"Bracken County, Kentucky",33
"Breathitt County, Kentucky",8
"Breckinridge County, Kentucky",32
"Bullitt County, Kentucky",226
"Butler County, Kentucky",34
"Caldwell County, Kentucky",32
"Calloway County, Kentucky",129
"Campbell County, Kentucky",294
"Carlisle County, Kentucky",10
"Carroll County, Kentucky",33
"Carter County, Kentucky",65
"Casey County, Kentucky",23
"Christian County, Kentucky",471
"Clark County, Kentucky",159
"Clay County, Kentucky",60
"Clinton County, Kentucky",16
"Crittenden County, Kentucky",17
"Cumberland County, Kentucky",9
"Daviess County, Kentucky",511
"Edmonson County, Kentucky",7
"Elliott County, Kentucky",7
"Estill County, Kentucky",38
"Fayette County, Kentucky","1,923"
"Fleming County, Kentucky",43
"Floyd County, Kentucky",64
"Franklin County, Kentucky",360
"Fulton County, Kentucky",34
"Gallatin County, Kentucky",23
"Garrard County, Kentucky",25
"Grant County, Kentucky",57
"Graves County, Kentucky",116
"Grayson County, Kentucky",47
"Green County, Kentucky",19
"Greenup County, Kentucky",57
"Hancock County, Kentucky",30
"Hardin County, Kentucky",578
"Harlan County, Kentucky",44
"Harrison County, Kentucky",61
"Hart County, Kentucky",23
"Henderson County, Kentucky",264
"Henry County, Kentucky",51
"Hickman County, Kentucky",18
"Hopkins County, Kentucky",170
"Jackson County, Kentucky",32
"Jefferson County, Kentucky","5,685"
"Jessamine County, Kentucky",147
"Johnson County, Kentucky",41
"Kenton County, Kentucky",605
"Knott County, Kentucky",15
"Knox County, Kentucky",112
"Larue County, Kentucky",26
"Laurel County, Kentucky",164
"Lawrence County, Kentucky",23
"Lee County, Kentucky",11
"Leslie County, Kentucky",12
"Letcher County, Kentucky",31
"Lewis County, Kentucky",35
"Lincoln County, Kentucky",58
"Livingston County, Kentucky",16
"Logan County, Kentucky",76
"Lyon County, Kentucky",8
"Mccracken County, Kentucky",395
"Mccreary County, Kentucky",39
"Mclean County, Kentucky",24
"Madison County, Kentucky",382
"Magoffin County, Kentucky",25
"Marion County, Kentucky",69
"Marshall County, Kentucky",46
"Martin County, Kentucky",16
"Mason County, Kentucky",66
"Meade County, Kentucky",62
"Menifee County, Kentucky",14
"Mercer County, Kentucky",52
"Metcalfe County, Kentucky",18
"Monroe County, Kentucky",15
"Montgomery County, Kentucky",94
"Morgan County, Kentucky",25
"Muhlenberg County, Kentucky",93
"Nelson County, Kentucky",159
"Nicholas County, Kentucky",24
"Ohio County, Kentucky",61
"Oldham County, Kentucky",95
"Owen County, Kentucky",17
"Owsley County, Kentucky",6
"Pendleton County, Kentucky",26
"Perry County, Kentucky",30
"Pike County, Kentucky",87
"Powell County, Kentucky",38
"Pulaski County, Kentucky",216
"Robertson County, Kentucky",7
"Rockcastle County, Kentucky",53
"Rowan County, Kentucky",103
"Russell County, Kentucky",50
"Scott County, Kentucky",171
"Shelby County, Kentucky",155
"Simpson County, Kentucky",36
"Spencer County, Kentucky",39
"Taylor County, Kentucky",92
"Todd County, Kentucky",31
"Trigg County, Kentucky",31
"Trimble County, Kentucky",15
"Union County, Kentucky",49
"Warren County, Kentucky",584
"Washington County, Kentucky",42
"Wayne County, Kentucky",33
"Webster County, Kentucky",63
"Whitley County, Kentucky",159
"Wolfe County, Kentucky",11
"Woodford County, Kentucky",63
"Acadia Parish, Louisiana",384
"Allen Parish, Louisiana",73
"Ascension Parish, Louisiana",823
"Assumption Parish, Louisiana",128
"Avoyelles Parish, Louisiana",301
"Beauregard Parish, Louisiana",127
"Bienville Parish, Louisiana",89
"Bossier Parish, Louisiana",744
"Caddo Parish, Louisiana","2,094"
"Calcasieu Parish, Louisiana","1,249"
"Caldwell Parish, Louisiana",37
"Cameron Parish, Louisiana",20
"Catahoula Parish, Louisiana",43
"Claiborne Parish, Louisiana",98
"Concordia Parish, Louisiana",137
"De Soto Parish, Louisiana",205
"East Baton Rouge Parish, Louisiana","4,914"
"East Carroll Parish, Louisiana",65
"East Feliciana Parish, Louisiana",121
"Evangeline Parish, Louisiana",200
"Franklin Parish, Louisiana",154
"Grant Parish, Louisiana",112
"Iberia Parish, Louisiana",650
"Iberville Parish, Louisiana",312
"Jackson Parish, Louisiana",84
"Jefferson Parish, Louisiana","2,864"
"Jefferson Davis Parish, Louisiana",159
"Lafayette Parish, Louisiana","1,745"
"Lafourche Parish, Louisiana",597
"Lasalle Parish, Louisiana",48
"Lincoln Parish, Louisiana",435
"Livingston Parish, Louisiana",694
"Madison Parish, Louisiana",149
"Morehouse Parish, Louisiana",251
"Natchitoches Parish, Louisiana",430
"Orleans Parish, Louisiana","4,370"
"Ouachita Parish, Louisiana","1,342"
"Plaquemines Parish, Louisiana",89
"Pointe Coupee Parish, Louisiana",130
"Rapides Parish, Louisiana","1,211"
"Red River Parish, Louisiana",110
"Richland Parish, Louisiana",190
"Sabine Parish, Louisiana",144
"St. Bernard Parish, Louisiana",347
"St. Charles Parish, Louisiana",279
"St. Helena Parish, Louisiana",170
"St. James Parish, Louisiana",163
"St. John The Baptist Parish, Louisiana",409
"St. Landry Parish, Louisiana",860
"St. Martin Parish, Louisiana",360
"St. Mary Parish, Louisiana",275
"St. Tammany Parish, Louisiana","1,051"
"Tangipahoa Parish, Louisiana","1,297"
"Tensas Parish, Louisiana",24
"Terrebonne Parish, Louisiana",867
"Union Parish, Louisiana",163
"Vermilion Parish, Louisiana",292
"Vernon Parish, Louisiana",399
"Washington Parish, Louisiana",377
"Webster Parish, Louisiana",271
"West Baton Rouge Parish, Louisiana",220
"West Carroll Parish, Louisiana",38
"West Feliciana Parish, Louisiana",78
"Winn Parish, Louisiana",116
"Androscoggin County, Maine",368
"Aroostook County, Maine",123
"Cumberland County, Maine",779
"Franklin County, Maine",58
"Hancock County, Maine",81
"Kennebec County, Maine",308
"Knox County, Maine",65
"Lincoln County, Maine",59
"Oxford County, Maine",131
"Penobscot County, Maine",414
"Piscataquis County, Maine",30
"Sagadahoc County, Maine",49
"Somerset County, Maine",116
"Waldo County, Maine",72
"Washington County, Maine",41
"York County, Maine",426
"Allegany County, Maryland",196
"Anne Arundel County, Maryland","1,881"
"Baltimore County, Maryland","4,057"
"Calvert County, Maryland",209
"Caroline County, Maryland",129
"Carroll County, Maryland",264
"Cecil County, Maryland",332
"Charles County, Maryland",826
"Dorchester County, Maryland",217
"Frederick County, Maryland",786
"Garrett County, Maryland",33
"Harford County, Maryland",871
"Howard County, Maryland",958
"Kent County, Maryland",28
"Montgomery County, Maryland","3,536"
"Prince George's County, Maryland","6,203"
"Queen Anne's County, Maryland",87
"St. Mary's County, Maryland",398
"Somerset County, Maryland",137
"Talbot County, Maryland",118
"Washington County, Maryland",662
"Wicomico County, Maryland",729
"Worcester County, Maryland",184
"Baltimore City, Maryland","8,074"
"Barnstable County, Massachusetts",604
"Berkshire County, Massachusetts",268
"Bristol County, Massachusetts","1,968"
"Dukes County, Massachusetts",70
"Essex County, Massachusetts","3,459"
"Franklin County, Massachusetts",111
"Hampden County, Massachusetts","2,576"
"Hampshire County, Massachusetts",413
"Middlesex County, Massachusetts","4,973"
"Nantucket County, Massachusetts",77
"Norfolk County, Massachusetts","2,052"
"Plymouth County, Massachusetts","2,064"
"Suffolk County, Massachusetts","6,767"
"Worcester County, Massachusetts","2,656"
"Alcona County, Michigan",13
"Alger County, Michigan",8
"Allegan County, Michigan",292
"Alpena County, Michigan",41
"Antrim County, Michigan",47
"Arenac County, Michigan",22
"Baraga County, Michigan",21
"Barry County, Michigan",131
"Bay County, Michigan",280
"Benzie County, Michigan",21
"Berrien County, Michigan",857
"Branch County, Michigan",111
"Calhoun County, Michigan",750
"Cass County, Michigan",149
"Charlevoix County, Michigan",50
"Cheboygan County, Michigan",34
"Chippewa County, Michigan",80
"Clare County, Michigan",51
"Clinton County, Michigan",196
"Crawford County, Michigan",19
"Delta County, Michigan",53
"Dickinson County, Michigan",43
"Eaton County, Michigan",306
"Emmet County, Michigan",66
"Genesee County, Michigan","2,379"
"Gladwin County, Michigan",43
"Gogebic County, Michigan",21
"Grand Traverse County, Michigan",276
"Gratiot County, Michigan",98
"Hillsdale County, Michigan",110
"Houghton County, Michigan",48
"Huron County, Michigan",49
"Ingham County, Michigan","1,674"
"Ionia County, Michigan",181
"Iosco County, Michigan",26
"Iron County, Michigan",16
"Isabella County, Michigan",257
"Jackson County, Michigan",876
"Kalamazoo County, Michigan","1,674"
"Kalkaska County, Michigan",39
"Kent County, Michigan","3,714"
"Keweenaw County, Michigan",4
"Lake County, Michigan",18
"Lapeer County, Michigan",141
"Leelanau County, Michigan",34
"Lenawee County, Michigan",225
"Livingston County, Michigan",232
"Luce County, Michigan",8
"Mackinac County, Michigan",22
"Macomb County, Michigan","3,068"
"Manistee County, Michigan",29
"Marquette County, Michigan",145
"Mason County, Michigan",44
"Mecosta County, Michigan",138
"Menominee County, Michigan",38
"Midland County, Michigan",155
"Missaukee County, Michigan",28
"Monroe County, Michigan",378
"Montcalm County, Michigan",169
"Montmorency County, Michigan",9
"Muskegon County, Michigan","1,253"
"Newaygo County, Michigan",107
"Oakland County, Michigan","3,703"
"Oceana County, Michigan",67
"Ogemaw County, Michigan",33
"Ontonagon County, Michigan",3
"Osceola County, Michigan",59
"Oscoda County, Michigan",10
"Otsego County, Michigan",49
"Ottawa County, Michigan",770
"Presque Isle County, Michigan",11
"Roscommon County, Michigan",38
"Saginaw County, Michigan","1,185"
"St. Clair County, Michigan",361
"St. Joseph County, Michigan",169
"Sanilac County, Michigan",43
"Schoolcraft County, Michigan",8
"Shiawassee County, Michigan",131
"Tuscola County, Michigan",93
"Van Buren County, Michigan",227
"Washtenaw County, Michigan","1,395"
"Wayne County, Michigan","13,179"
"Wexford County, Michigan",76
"Aitkin County, Minnesota",21
"Anoka County, Minnesota","1,158"
"Becker County, Minnesota",90
"Beltrami County, Minnesota",413
"Benton County, Minnesota",132
"Big Stone County, Minnesota",5
"Blue Earth County, Minnesota",344
"Brown County, Minnesota",40
"Carlton County, Minnesota",97
"Carver County, Minnesota",224
"Cass County, Minnesota",59
"Chippewa County, Minnesota",23
"Chisago County, Minnesota",104
"Clay County, Minnesota",280
"Clearwater County, Minnesota",16
"Cook County, Minnesota",4
"Cottonwood County, Minnesota",19
"Crow Wing County, Minnesota",122
"Dakota County, Minnesota","1,385"
"Dodge County, Minnesota",48
"Douglas County, Minnesota",76
"Faribault County, Minnesota",34
"Fillmore County, Minnesota",70
"Freeborn County, Minnesota",126
"Goodhue County, Minnesota",107
"Grant County, Minnesota",8
"Hennepin County, Minnesota","7,737"
"Houston County, Minnesota",37
"Hubbard County, Minnesota",48
"Isanti County, Minnesota",84
"Itasca County, Minnesota",84
"Jackson County, Minnesota",22
"Kanabec County, Minnesota",32
"Kandiyohi County, Minnesota",101
"Kittson County, Minnesota",4
"Koochiching County, Minnesota",16
"Lac Qui Parle County, Minnesota",3
"Lake County, Minnesota",17
"Lake Of The Woods County, Minnesota",6
"Le Sueur County, Minnesota",41
"Lincoln County, Minnesota",17
"Lyon County, Minnesota",78
"Mcleod County, Minnesota",77
"Mahnomen County, Minnesota",23
"Marshall County, Minnesota",14
"Martin County, Minnesota",63
"Meeker County, Minnesota",40
"Mille Lacs County, Minnesota",62
"Morrison County, Minnesota",78
"Mower County, Minnesota",204
"Murray County, Minnesota",9
"Nicollet County, Minnesota",73
"Nobles County, Minnesota",124
"Norman County, Minnesota",14
"Olmsted County, Minnesota",546
"Otter Tail County, Minnesota",87
"Pennington County, Minnesota",30
"Pine County, Minnesota",63
"Pipestone County, Minnesota",25
"Polk County, Minnesota",61
"Pope County, Minnesota",12
"Ramsey County, Minnesota","3,272"
"Red Lake County, Minnesota",15
"Redwood County, Minnesota",22
"Renville County, Minnesota",34
"Rice County, Minnesota",148
"Rock County, Minnesota",10
"Roseau County, Minnesota",19
"St. Louis County, Minnesota",680
"Scott County, Minnesota",399
"Sherburne County, Minnesota",286
"Sibley County, Minnesota",28
"Stearns County, Minnesota",653
"Steele County, Minnesota",116
"Stevens County, Minnesota",19
"Swift County, Minnesota",18
"Todd County, Minnesota",67
"Traverse County, Minnesota",9
"Wabasha County, Minnesota",35
"Wadena County, Minnesota",25
"Waseca County, Minnesota",47
"Washington County, Minnesota",617
"Watonwan County, Minnesota",33
"Wilkin County, Minnesota",12
"Winona County, Minnesota",170
"Wright County, Minnesota",283
"Yellow Medicine County, Minnesota",10
"Adams County, Mississippi",267
"Alcorn County, Mississippi",143
"Amite County, Mississippi",53
"Attala County, Mississippi",127
"Benton County, Mississippi",57
"Bolivar County, Mississippi",305
"Calhoun County, Mississippi",95
"Carroll County, Mississippi",58
"Chickasaw County, Mississippi",182
"Choctaw County, Mississippi",34
"Claiborne County, Mississippi",0
"Clarke County, Mississippi",100
"Clay County, Mississippi",288
"Coahoma County, Mississippi",347
"Copiah County, Mississippi",331
"Covington County, Mississippi",117
"Desoto County, Mississippi","1,284"
"Forrest County, Mississippi",798
"Franklin County, Mississippi",48
"George County, Mississippi",99
"Greene County, Mississippi",56
"Grenada County, Mississippi",152
"Hancock County, Mississippi",180
"Harrison County, Mississippi","1,461"
"Hinds County, Mississippi","2,905"
"Holmes County, Mississippi",280
"Humphreys County, Mississippi",137
"Issaquena County, Mississippi",6
"Itawamba County, Mississippi",0
"Jackson County, Mississippi",947
"Jasper County, Mississippi",102
"Jefferson County, Mississippi",95
"Jefferson Davis County, Mississippi",67
"Jones County, Mississippi",463
"Kemper County, Mississippi",72
"Lafayette County, Mississippi",366
"Lamar County, Mississippi",283
"Lauderdale County, Mississippi",521
"Lawrence County, Mississippi",49
"Leake County, Mississippi",188
"Lee County, Mississippi",732
"Leflore County, Mississippi",397
"Lincoln County, Mississippi",218
"Lowndes County, Mississippi",603
"Madison County, Mississippi",676
"Marion County, Mississippi",163
"Marshall County, Mississippi",293
"Monroe County, Mississippi",416
"Montgomery County, Mississippi",73
"Neshoba County, Mississippi",239
"Newton County, Mississippi",148
"Noxubee County, Mississippi",143
"Oktibbeha County, Mississippi",501
"Panola County, Mississippi",360
"Pearl River County, Mississippi",251
"Perry County, Mississippi",76
"Pike County, Mississippi",311
"Pontotoc County, Mississippi",199
"Prentiss County, Mississippi",118
"Quitman County, Mississippi",75
"Rankin County, Mississippi",607
"Scott County, Mississippi",239
"Sharkey County, Mississippi",42
"Simpson County, Mississippi",117
"Smith County, Mississippi",93
"Stone County, Mississippi",72
"Sunflower County, Mississippi",235
"Tallahatchie County, Mississippi",98
"Tate County, Mississippi",207
"Tippah County, Mississippi",100
"Tishomingo County, Mississippi",41
"Tunica County, Mississippi",186
"Union County, Mississippi",163
"Walthall County, Mississippi",73
"Warren County, Mississippi",275
"Washington County, Mississippi",543
"Wayne County, Mississippi",170
"Webster County, Mississippi",39
"Wilkinson County, Mississippi",55
"Winston County, Mississippi",156
"Yalobusha County, Mississippi",99
"Yazoo County, Mississippi",303
"Adair County, Missouri",66
"Andrew County, Missouri",33
"Atchison County, Missouri",3
"Audrain County, Missouri",178
"Barry County, Missouri",37
"Barton County, Missouri",35
"Bates County, Missouri",51
"Benton County, Missouri",44
"Bollinger County, Missouri",20
"Boone County, Missouri","1,147"
"Buchanan County, Missouri",572
"Butler County, Missouri",312
"Caldwell County, Missouri",21
"Callaway County, Missouri",185
"Camden County, Missouri",117
"Cape Girardeau County, Missouri",580
"Carroll County, Missouri",16
"Carter County, Missouri",10
"Cass County, Missouri",376
"Cedar County, Missouri",34
"Chariton County, Missouri",16
"Christian County, Missouri",174
"Clark County, Missouri",10
"Clay County, Missouri","1,171"
"Clinton County, Missouri",42
"Cole County, Missouri",485
"Cooper County, Missouri",48
"Crawford County, Missouri",64
"Dade County, Missouri",15
"Dallas County, Missouri",38
"Daviess County, Missouri",9
"Dekalb County, Missouri",16
"Dent County, Missouri",25
"Douglas County, Missouri",18
"Dunklin County, Missouri",174
"Franklin County, Missouri",225
"Gasconade County, Missouri",18
"Gentry County, Missouri",9
"Greene County, Missouri","1,759"
"Grundy County, Missouri",37
"Harrison County, Missouri",19
"Henry County, Missouri",47
"Hickory County, Missouri",17
"Holt County, Missouri",0
"Howard County, Missouri",32
"Howell County, Missouri",92
"Iron County, Missouri",14
"Jackson County, Missouri","6,401"
"Jasper County, Missouri",647
"Jefferson County, Missouri",564
"Johnson County, Missouri",248
"Knox County, Missouri",5
"Laclede County, Missouri",129
"Lafayette County, Missouri",104
"Lawrence County, Missouri",74
"Lewis County, Missouri",19
"Lincoln County, Missouri",138
"Linn County, Missouri",27
"Livingston County, Missouri",49
"Mcdonald County, Missouri",94
"Macon County, Missouri",18
"Madison County, Missouri",27
"Maries County, Missouri",22
"Marion County, Missouri",116
"Mercer County, Missouri",8
"Miller County, Missouri",60
"Mississippi County, Missouri",102
"Moniteau County, Missouri",44
"Monroe County, Missouri",17
"Montgomery County, Missouri",18
"Morgan County, Missouri",44
"New Madrid County, Missouri",117
"Newton County, Missouri",219
"Nodaway County, Missouri",107
"Oregon County, Missouri",4
"Osage County, Missouri",15
"Ozark County, Missouri",18
"Pemiscot County, Missouri",125
"Perry County, Missouri",31
"Pettis County, Missouri",207
"Phelps County, Missouri",167
"Pike County, Missouri",60
"Platte County, Missouri",463
"Polk County, Missouri",100
"Pulaski County, Missouri",292
"Putnam County, Missouri",10
"Ralls County, Missouri",30
"Randolph County, Missouri",82
"Ray County, Missouri",58
"Reynolds County, Missouri",5
"Ripley County, Missouri",19
"St. Charles County, Missouri","1,167"
"St. Clair County, Missouri",17
"Ste. Genevieve County, Missouri",33
"St. Francois County, Missouri",210
"St. Louis County, Missouri","6,458"
"Saline County, Missouri",124
"Schuyler County, Missouri",10
"Scotland County, Missouri",8
"Scott County, Missouri",200
"Shannon County, Missouri",12
"Shelby County, Missouri",10
"Stoddard County, Missouri",65
"Stone County, Missouri",43
"Sullivan County, Missouri",15
"Taney County, Missouri",171
"Texas County, Missouri",52
"Vernon County, Missouri",69
"Warren County, Missouri",95
"Washington County, Missouri",44
"Wayne County, Missouri",14
"Webster County, Missouri",104
"Worth County, Missouri",3
"Wright County, Missouri",43
"St. Louis City, Missouri","3,864"
"Beaverhead County, Montana",39
"Big Horn County, Montana",167
"Blaine County, Montana",24
"Broadwater County, Montana",8
"Carbon County, Montana",28
"Carter County, Montana",2
"Cascade County, Montana",266
"Chouteau County, Montana",2
"Custer County, Montana",42
"Daniels County, Montana",1
"Dawson County, Montana",18
"Deer Lodge County, Montana",20
"Fallon County, Montana",4
"Fergus County, Montana",9
"Flathead County, Montana",304
"Gallatin County, Montana",633
"Garfield County, Montana",1
"Glacier County, Montana",141
"Golden Valley County, Montana",1
"Granite County, Montana",4
"Hill County, Montana",148
"Jefferson County, Montana",29
"Judith Basin County, Montana",2
"Lake County, Montana",137
"Lewis And Clark County, Montana",166
"Liberty County, Montana",1
"Lincoln County, Montana",22
"Mccone County, Montana",1
"Madison County, Montana",9
"Meagher County, Montana",2
"Mineral County, Montana",3
"Missoula County, Montana",434
"Musselshell County, Montana",10
"Park County, Montana",37
"Petroleum County, Montana",0
"Phillips County, Montana",5
"Pondera County, Montana",17
"Powder River County, Montana",0
"Powell County, Montana",27
"Prairie County, Montana",1
"Ravalli County, Montana",86
"Richland County, Montana",35
"Roosevelt County, Montana",155
"Rosebud County, Montana",85
"Sanders County, Montana",12
"Sheridan County, Montana",6
"Silver Bow County, Montana",137
"Stillwater County, Montana",19
"Sweet Grass County, Montana",6
"Teton County, Montana",2
"Toole County, Montana",1
"Treasure County, Montana",0
"Valley County, Montana",23
"Wheatland County, Montana",3
"Wibaux County, Montana",4
"Yellowstone County, Montana",740
"Adams County, Nebraska",113
"Antelope County, Nebraska",9
"Arthur County, Nebraska",0
"Banner County, Nebraska",1
"Blaine County, Nebraska",1
"Boone County, Nebraska",8
"Box Butte County, Nebraska",26
"Boyd County, Nebraska",0
"Brown County, Nebraska",5
"Buffalo County, Nebraska",220
"Burt County, Nebraska",13
"Butler County, Nebraska",11
"Cass County, Nebraska",77
"Cedar County, Nebraska",14
"Chase County, Nebraska",6
"Cherry County, Nebraska",13
"Cheyenne County, Nebraska",19
"Clay County, Nebraska",18
"Colfax County, Nebraska",37
"Cuming County, Nebraska",18
"Custer County, Nebraska",13
"Dakota County, Nebraska",100
"Dawes County, Nebraska",64
"Dawson County, Nebraska",84
"Deuel County, Nebraska",1
"Dixon County, Nebraska",13
"Dodge County, Nebraska",156
"Douglas County, Nebraska","4,448"
"Dundy County, Nebraska",2
"Fillmore County, Nebraska",8
"Franklin County, Nebraska",4
"Frontier County, Nebraska",3
"Furnas County, Nebraska",5
"Gage County, Nebraska",43
"Garden County, Nebraska",1
"Garfield County, Nebraska",1
"Gosper County, Nebraska",3
"Grant County, Nebraska",0
"Greeley County, Nebraska",1
"Hall County, Nebraska",355
"Hamilton County, Nebraska",15
"Harlan County, Nebraska",0
"Hayes County, Nebraska",0
"Hitchcock County, Nebraska",5
"Holt County, Nebraska",17
"Hooker County, Nebraska",0
"Howard County, Nebraska",13
"Jefferson County, Nebraska",13
"Johnson County, Nebraska",14
"Kearney County, Nebraska",8
"Keith County, Nebraska",9
"Keya Paha County, Nebraska",1
"Kimball County, Nebraska",5
"Knox County, Nebraska",15
"Lancaster County, Nebraska","1,753"
"Lincoln County, Nebraska",92
"Logan County, Nebraska",0
"Loup County, Nebraska",0
"Mcpherson County, Nebraska",1
"Madison County, Nebraska",130
"Merrick County, Nebraska",13
"Morrill County, Nebraska",10
"Nance County, Nebraska",2
"Nemaha County, Nebraska",19
"Nuckolls County, Nebraska",4
"Otoe County, Nebraska",27
"Pawnee County, Nebraska",2
"Perkins County, Nebraska",1
"Phelps County, Nebraska",14
"Pierce County, Nebraska",11
"Platte County, Nebraska",75
"Polk County, Nebraska",6
"Red Willow County, Nebraska",26
"Richardson County, Nebraska",12
"Rock County, Nebraska",3
"Saline County, Nebraska",55
"Sarpy County, Nebraska",885
"Saunders County, Nebraska",37
"Scotts Bluff County, Nebraska",169
"Seward County, Nebraska",27
"Sheridan County, Nebraska",6
"Sherman County, Nebraska",3
"Sioux County, Nebraska",2
"Stanton County, Nebraska",5
"Thayer County, Nebraska",3
"Thomas County, Nebraska",0
"Thurston County, Nebraska",88
"Valley County, Nebraska",6
"Washington County, Nebraska",45
"Wayne County, Nebraska",26
"Webster County, Nebraska",1
"Wheeler County, Nebraska",0
"York County, Nebraska",39
"Churchill County, Nevada",89
"Clark County, Nevada","12,791"
"Douglas County, Nevada",80
"Elko County, Nevada",193
"Esmeralda County, Nevada",0
"Eureka County, Nevada",2
"Humboldt County, Nevada",47
"Lander County, Nevada",16
"Lincoln County, Nevada",5
"Lyon County, Nevada",145
"Mineral County, Nevada",15
"Nye County, Nevada",81
"Pershing County, Nevada",10
"Storey County, Nevada",6
"Washoe County, Nevada","2,448"
"White Pine County, Nevada",23
"Carson City, Nevada",238
"Belknap County, New Hampshire",112
"Carroll County, New Hampshire",44
"Cheshire County, New Hampshire",113
"Coos County, New Hampshire",45
"Grafton County, New Hampshire",193
"Hillsborough County, New Hampshire","1,067"
"Merrimack County, New Hampshire",311
"Rockingham County, New Hampshire",552
"Strafford County, New Hampshire",327
"Sullivan County, New Hampshire",66
"Atlantic County, New Jersey","1,247"
"Bergen County, New Jersey","2,114"
"Burlington County, New Jersey","1,468"
"Camden County, New Jersey","3,298"
"Cape May County, New Jersey",245
"Cumberland County, New Jersey","1,067"
"Essex County, New Jersey","5,750"
"Gloucester County, New Jersey","1,026"
"Hudson County, New Jersey","2,997"
"Hunterdon County, New Jersey",173
"Mercer County, New Jersey","1,802"
"Middlesex County, New Jersey","2,460"
"Monmouth County, New Jersey","1,432"
"Morris County, New Jersey",894
"Ocean County, New Jersey","1,064"
"Passaic County, New Jersey","2,399"
"Salem County, New Jersey",296
"Somerset County, New Jersey",671
"Sussex County, New Jersey",195
"Union County, New Jersey","2,244"
"Warren County, New Jersey",242
"Bernalillo County, New Mexico","4,424"
"Catron County, New Mexico",0
"Chaves County, New Mexico",300
"Cibola County, New Mexico",158
"Colfax County, New Mexico",34
"Curry County, New Mexico",251
"De Baca County, New Mexico",2
"Doña Ana County, New Mexico","1,336"
"Eddy County, New Mexico",279
"Grant County, New Mexico",115
"Guadalupe County, New Mexico",15
"Harding County, New Mexico",0
"Hidalgo County, New Mexico",18
"Lea County, New Mexico",257
"Lincoln County, New Mexico",42
"Los Alamos County, New Mexico",25
"Luna County, New Mexico",137
"Mckinley County, New Mexico",354
"Mora County, New Mexico",9
"Otero County, New Mexico",238
"Quay County, New Mexico",14
"Rio Arriba County, New Mexico",243
"Roosevelt County, New Mexico",86
"Sandoval County, New Mexico",582
"San Juan County, New Mexico",847
"San Miguel County, New Mexico",140
"Santa Fe County, New Mexico",627
"Sierra County, New Mexico",37
"Socorro County, New Mexico",73
"Taos County, New Mexico",97
"Torrance County, New Mexico",28
"Union County, New Mexico",5
"Valencia County, New Mexico",399
"Albany County, New York","1,481"
"Allegany County, New York",98
"Bronx County, New York","14,979"
"Broome County, New York",612
"Cattaraugus County, New York",178
"Cayuga County, New York",190
"Chautauqua County, New York",434
"Chemung County, New York",459
"Chenango County, New York",99
"Clinton County, New York",172
"Columbia County, New York",124
"Cortland County, New York",134
"Delaware County, New York",104
"Dutchess County, New York",944
"Erie County, New York","4,112"
"Essex County, New York",34
"Franklin County, New York",67
"Fulton County, New York",144
"Genesee County, New York",126
"Greene County, New York",87
"Hamilton County, New York",4
"Herkimer County, New York",123
"Jefferson County, New York",685
"Kings County, New York","19,350"
"Lewis County, New York",33
"Livingston County, New York",98
"Madison County, New York",106
"Monroe County, New York","4,733"
"Montgomery County, New York",104
"Nassau County, New York","4,292"
"New York County, New York","14,591"
"Niagara County, New York",760
"Oneida County, New York",781
"Onondaga County, New York","2,333"
"Ontario County, New York",247
"Orange County, New York","1,380"
"Orleans County, New York",86
"Oswego County, New York",256
"Otsego County, New York",154
"Putnam County, New York",178
"Queens County, New York","13,361"
"Rensselaer County, New York",539
"Richmond County, New York","1,547"
"Rockland County, New York",960
"St. Lawrence County, New York",234
"Saratoga County, New York",352
"Schenectady County, New York",679
"Schoharie County, New York",40
"Schuyler County, New York",43
"Seneca County, New York",66
