Geography,Cases
"Haskell County, Kansas",Data suppressed
"Hodgeman County, Kansas",0
"Jackson County, Kansas",7
"Jefferson County, Kansas",8
"Jewell County, Kansas",0
"Johnson County, Kansas",802
"Kearny County, Kansas",Data suppressed
"Kingman County, Kansas",Data suppressed
"Kiowa County, Kansas",Data suppressed
"Labette County, Kansas",14
"Lane County, Kansas",Data suppressed
"Leavenworth County, Kansas",123
"Lincoln County, Kansas",Data suppressed
"Linn County, Kansas",6
"Logan County, Kansas",Data suppressed
"Lyon County, Kansas",15
"Mcpherson County, Kansas",14
"Marion County, Kansas",5
"Marshall County, Kansas",7
"Meade County, Kansas",Data suppressed
"Miami County, Kansas",24
"Mitchell County, Kansas",Data suppressed
"Montgomery County, Kansas",22
"Morris County, Kansas",Data suppressed
"Morton County, Kansas",Data suppressed
"Nemaha County, Kansas",Data suppressed
"Neosho County, Kansas",Data suppressed
"Ness County, Kansas",Data suppressed
"Norton County, Kansas",Data suppressed
"Osage County, Kansas",8
"Osborne County, Kansas",0
"Ottawa County, Kansas",Data suppressed
"Pawnee County, Kansas",10
"Phillips County, Kansas",0
"Pottawatomie County, Kansas",10
"Pratt County, Kansas",Data suppressed
"Rawlins County, Kansas",0
"Reno County, Kansas",56
"Republic County, Kansas",Data suppressed
"Rice County, Kansas",5
"Riley County, Kansas",57
"Rooks County, Kansas",Data suppressed
"Rush County, Kansas",Data suppressed
"Russell County, Kansas",Data suppressed
"Saline County, Kansas",72
"Scott County, Kansas",0
"Sedgwick County, Kansas",908
"Seward County, Kansas",35
"Shawnee County, Kansas",250
"Sheridan County, Kansas",0
"Sherman County, Kansas",Data suppressed
"Smith County, Kansas",0
"Stafford County, Kansas",Data suppressed
"Stanton County, Kansas",Data suppressed
"Stevens County, Kansas",Data suppressed
"Sumner County, Kansas",26
"Thomas County, Kansas",Data suppressed
"Trego County, Kansas",0
"Wabaunsee County, Kansas",Data suppressed
"Wallace County, Kansas",0
"Washington County, Kansas",Data suppressed
"Wichita County, Kansas",Data suppressed
"Wilson County, Kansas",Data suppressed
"Woodson County, Kansas",Data suppressed
"Wyandotte County, Kansas",489
"Adair County, Kentucky",21
"Allen County, Kentucky",12
"Anderson County, Kentucky",24
"Ballard County, Kentucky",5
"Barren County, Kentucky",46
"Bath County, Kentucky",Data suppressed
"Bell County, Kentucky",19
"Boone County, Kentucky",134
"Bourbon County, Kentucky",9
"Boyd County, Kentucky",71
"Boyle County, Kentucky",26
"Bracken County, Kentucky",5
"Breathitt County, Kentucky",9
"Breckinridge County, Kentucky",26
"Bullitt County, Kentucky",63
"Butler County, Kentucky",11
"Caldwell County, Kentucky",18
"Calloway County, Kentucky",18
"Campbell County, Kentucky",146
"Carlisle County, Kentucky",Data suppressed
"Carroll County, Kentucky",5
"Carter County, Kentucky",7
"Casey County, Kentucky",7
"Christian County, Kentucky",131
"Clark County, Kentucky",11
"Clay County, Kentucky",17
"Clinton County, Kentucky",8
"Crittenden County, Kentucky",Data suppressed
"Cumberland County, Kentucky",6
"Daviess County, Kentucky",103
"Edmonson County, Kentucky",7
"Elliott County, Kentucky",8
"Estill County, Kentucky",Data suppressed
"Fayette County, Kentucky","1,214"
"Fleming County, Kentucky",6
"Floyd County, Kentucky",21
"Franklin County, Kentucky",83
"Fulton County, Kentucky",Data suppressed
"Gallatin County, Kentucky",Data suppressed
"Garrard County, Kentucky",13
"Grant County, Kentucky",12
"Graves County, Kentucky",52
"Grayson County, Kentucky",12
"Green County, Kentucky",18
"Greenup County, Kentucky",31
"Hancock County, Kentucky",6
"Hardin County, Kentucky",190
"Harlan County, Kentucky",12
"Harrison County, Kentucky",8
"Hart County, Kentucky",11
"Henderson County, Kentucky",64
"Henry County, Kentucky",14
"Hickman County, Kentucky",Data suppressed
"Hopkins County, Kentucky",39
"Jackson County, Kentucky",17
"Jefferson County, Kentucky","3,525"
"Jessamine County, Kentucky",71
"Johnson County, Kentucky",13
"Kenton County, Kentucky",382
"Knott County, Kentucky",Data suppressed
"Knox County, Kentucky",12
"Larue County, Kentucky",Data suppressed
"Laurel County, Kentucky",60
"Lawrence County, Kentucky",Data suppressed
"Lee County, Kentucky",7
"Leslie County, Kentucky",Data suppressed
"Letcher County, Kentucky",11
"Lewis County, Kentucky",8
"Lincoln County, Kentucky",7
"Livingston County, Kentucky",9
"Logan County, Kentucky",24
"Lyon County, Kentucky",10
"Mccracken County, Kentucky",145
"Mccreary County, Kentucky",26
"Mclean County, Kentucky",5
"Madison County, Kentucky",84
"Magoffin County, Kentucky",6
"Marion County, Kentucky",8
"Marshall County, Kentucky",15
"Martin County, Kentucky",10
"Mason County, Kentucky",16
"Meade County, Kentucky",20
"Menifee County, Kentucky",6
"Mercer County, Kentucky",13
"Metcalfe County, Kentucky",Data suppressed
"Monroe County, Kentucky",Data suppressed
"Montgomery County, Kentucky",24
"Morgan County, Kentucky",7
"Muhlenberg County, Kentucky",19
"Nelson County, Kentucky",37
"Nicholas County, Kentucky",Data suppressed
"Ohio County, Kentucky",7
"Oldham County, Kentucky",81
"Owen County, Kentucky",5
"Owsley County, Kentucky",Data suppressed
"Pendleton County, Kentucky",7
"Perry County, Kentucky",27
"Pike County, Kentucky",28
"Powell County, Kentucky",8
"Pulaski County, Kentucky",47
"Robertson County, Kentucky",Data suppressed
"Rockcastle County, Kentucky",5
"Rowan County, Kentucky",22
"Russell County, Kentucky",8
"Scott County, Kentucky",47
"Shelby County, Kentucky",56
"Simpson County, Kentucky",15
"Spencer County, Kentucky",6
"Taylor County, Kentucky",7
"Todd County, Kentucky",20
"Trigg County, Kentucky",10
"Trimble County, Kentucky",Data suppressed
"Union County, Kentucky",15
"Warren County, Kentucky",177
"Washington County, Kentucky",23
"Wayne County, Kentucky",20
"Webster County, Kentucky",8
"Whitley County, Kentucky",13
"Wolfe County, Kentucky",Data suppressed
"Woodford County, Kentucky",32
"Acadia Parish, Louisiana",144
"Allen Parish, Louisiana",214
"Ascension Parish, Louisiana",293
"Assumption Parish, Louisiana",45
"Avoyelles Parish, Louisiana",151
"Beauregard Parish, Louisiana",49
"Bienville Parish, Louisiana",46
"Bossier Parish, Louisiana",346
"Caddo Parish, Louisiana","1,274"
"Calcasieu Parish, Louisiana",613
"Caldwell Parish, Louisiana",23
"Cameron Parish, Louisiana",Data suppressed
"Catahoula Parish, Louisiana",38
"Claiborne Parish, Louisiana",43
"Concordia Parish, Louisiana",43
"De Soto Parish, Louisiana",63
"East Baton Rouge Parish, Louisiana","3,998"
"East Carroll Parish, Louisiana",32
"East Feliciana Parish, Louisiana",154
"Evangeline Parish, Louisiana",89
"Franklin Parish, Louisiana",55
"Grant Parish, Louisiana",50
"Iberia Parish, Louisiana",162
"Iberville Parish, Louisiana",230
"Jackson Parish, Louisiana",34
"Jefferson Parish, Louisiana","2,096"
"Jefferson Davis Parish, Louisiana",75
"Lafayette Parish, Louisiana",910
"Lafourche Parish, Louisiana",157
"Lasalle Parish, Louisiana",48
"Lincoln Parish, Louisiana",100
"Livingston Parish, Louisiana",283
"Madison Parish, Louisiana",34
"Morehouse Parish, Louisiana",51
"Natchitoches Parish, Louisiana",133
"Orleans Parish, Louisiana","4,796"
"Ouachita Parish, Louisiana",665
"Plaquemines Parish, Louisiana",51
"Pointe Coupee Parish, Louisiana",72
"Rapides Parish, Louisiana",554
"Red River Parish, Louisiana",14
"Richland Parish, Louisiana",62
"Sabine Parish, Louisiana",20
"St. Bernard Parish, Louisiana",220
"St. Charles Parish, Louisiana",142
"St. Helena Parish, Louisiana",29
"St. James Parish, Louisiana",85
"St. John The Baptist Parish, Louisiana",169
"St. Landry Parish, Louisiana",309
"St. Martin Parish, Louisiana",127
"St. Mary Parish, Louisiana",112
"St. Tammany Parish, Louisiana",582
"Tangipahoa Parish, Louisiana",454
"Tensas Parish, Louisiana",Data suppressed
"Terrebonne Parish, Louisiana",220
"Union Parish, Louisiana",23
"Vermilion Parish, Louisiana",111
"Vernon Parish, Louisiana",67
"Washington Parish, Louisiana",205
"Webster Parish, Louisiana",66
"West Baton Rouge Parish, Louisiana",127
"West Carroll Parish, Louisiana",18
"West Feliciana Parish, Louisiana",100
"Winn Parish, Louisiana",32
"Androscoggin County, Maine",161
"Aroostook County, Maine",44
"Cumberland County, Maine",643
"Franklin County, Maine",19
"Hancock County, Maine",61
"Kennebec County, Maine",138
"Knox County, Maine",36
"Lincoln County, Maine",32
"Oxford County, Maine",46
"Penobscot County, Maine",121
"Piscataquis County, Maine",10
"Sagadahoc County, Maine",33
"Somerset County, Maine",41
"Waldo County, Maine",39
"Washington County, Maine",35
"York County, Maine",283
"Allegany County, Maryland",177
"Anne Arundel County, Maryland","1,455"
"Baltimore County, Maryland","3,624"
"Calvert County, Maryland",140
"Caroline County, Maryland",61
"Carroll County, Maryland",156
"Cecil County, Maryland",160
"Charles County, Maryland",680
"Dorchester County, Maryland",152
"Frederick County, Maryland",515
"Garrett County, Maryland",16
"Harford County, Maryland",545
"Howard County, Maryland",745
"Kent County, Maryland",50
"Montgomery County, Maryland","4,037"
"Prince George's County, Maryland","8,192"
"Queen Anne's County, Maryland",55
"St. Mary's County, Maryland",160
"Somerset County, Maryland",111
"Talbot County, Maryland",80
"Washington County, Maryland",470
"Wicomico County, Maryland",288
"Worcester County, Maryland",89
"Baltimore City, Maryland","10,252"
"Barnstable County, Massachusetts",840
"Berkshire County, Massachusetts",203
"Bristol County, Massachusetts","1,401"
"Dukes County, Massachusetts",50
"Essex County, Massachusetts","2,007"
"Franklin County, Massachusetts",98
"Hampden County, Massachusetts","1,934"
"Hampshire County, Massachusetts",198
"Middlesex County, Massachusetts","4,079"
"Nantucket County, Massachusetts",28
"Norfolk County, Massachusetts","1,448"
"Plymouth County, Massachusetts","1,177"
"Suffolk County, Massachusetts","5,619"
"Worcester County, Massachusetts","2,081"
"Alcona County, Michigan",5
"Alger County, Michigan",8
"Allegan County, Michigan",144
"Alpena County, Michigan",10
"Antrim County, Michigan",21
"Arenac County, Michigan",7
"Baraga County, Michigan",5
"Barry County, Michigan",33
"Bay County, Michigan",95
"Benzie County, Michigan",9
"Berrien County, Michigan",245
"Branch County, Michigan",34
"Calhoun County, Michigan",211
"Cass County, Michigan",25
"Charlevoix County, Michigan",13
"Cheboygan County, Michigan",21
"Chippewa County, Michigan",26
"Clare County, Michigan",39
"Clinton County, Michigan",77
"Crawford County, Michigan",7
"Delta County, Michigan",23
"Dickinson County, Michigan",10
"Eaton County, Michigan",96
"Emmet County, Michigan",19
"Genesee County, Michigan",587
"Gladwin County, Michigan",16
"Gogebic County, Michigan",6
"Grand Traverse County, Michigan",89
"Gratiot County, Michigan",42
"Hillsdale County, Michigan",22
"Houghton County, Michigan",17
"Huron County, Michigan",9
"Ingham County, Michigan",459
"Ionia County, Michigan",57
"Iosco County, Michigan",16
"Iron County, Michigan",9
"Isabella County, Michigan",52
"Jackson County, Michigan",252
"Kalamazoo County, Michigan",412
"Kalkaska County, Michigan",18
"Kent County, Michigan","1,120"
"Keweenaw County, Michigan",Data suppressed
"Lake County, Michigan",23
"Lapeer County, Michigan",66
"Leelanau County, Michigan",11
"Lenawee County, Michigan",67
"Livingston County, Michigan",100
"Luce County, Michigan",9
"Mackinac County, Michigan",10
"Macomb County, Michigan","1,328"
"Manistee County, Michigan",20
"Marquette County, Michigan",46
"Mason County, Michigan",20
"Mecosta County, Michigan",30
"Menominee County, Michigan",11
"Midland County, Michigan",40
"Missaukee County, Michigan",5
"Monroe County, Michigan",129
"Montcalm County, Michigan",53
"Montmorency County, Michigan",11
"Muskegon County, Michigan",209
"Newaygo County, Michigan",28
"Oakland County, Michigan","2,232"
"Oceana County, Michigan",10
"Ogemaw County, Michigan",10
"Ontonagon County, Michigan",Data suppressed
"Osceola County, Michigan",14
"Oscoda County, Michigan",8
"Otsego County, Michigan",15
"Ottawa County, Michigan",142
"Presque Isle County, Michigan",Data suppressed
"Roscommon County, Michigan",15
"Saginaw County, Michigan",259
"St. Clair County, Michigan",116
"St. Joseph County, Michigan",39
"Sanilac County, Michigan",27
"Schoolcraft County, Michigan",Data suppressed
"Shiawassee County, Michigan",43
"Tuscola County, Michigan",17
"Van Buren County, Michigan",73
"Washtenaw County, Michigan",609
"Wayne County, Michigan","7,250"
"Wexford County, Michigan",23
"Aitkin County, Minnesota",5
"Anoka County, Minnesota",449
"Becker County, Minnesota",14
"Beltrami County, Minnesota",33
"Benton County, Minnesota",30
"Big Stone County, Minnesota",0
"Blue Earth County, Minnesota",52
"Brown County, Minnesota",12
"Carlton County, Minnesota",22
"Carver County, Minnesota",55
"Cass County, Minnesota",14
"Chippewa County, Minnesota",Data suppressed
"Chisago County, Minnesota",29
"Clay County, Minnesota",69
"Clearwater County, Minnesota",Data suppressed
"Cook County, Minnesota",5
"Cottonwood County, Minnesota",9
"Crow Wing County, Minnesota",36
"Dakota County, Minnesota",549
"Dodge County, Minnesota",8
"Douglas County, Minnesota",11
"Faribault County, Minnesota",10
"Fillmore County, Minnesota",7
"Freeborn County, Minnesota",14
"Goodhue County, Minnesota",26
"Grant County, Minnesota",7
"Hennepin County, Minnesota","4,753"
"Houston County, Minnesota",7
"Hubbard County, Minnesota",8
"Isanti County, Minnesota",20
"Itasca County, Minnesota",18
"Jackson County, Minnesota",6
"Kanabec County, Minnesota",9
"Kandiyohi County, Minnesota",24
"Kittson County, Minnesota",Data suppressed
"Koochiching County, Minnesota",0
"Lac Qui Parle County, Minnesota",Data suppressed
"Lake County, Minnesota",7
"Lake Of The Woods County, Minnesota",Data suppressed
"Le Sueur County, Minnesota",14
"Lincoln County, Minnesota",6
"Lyon County, Minnesota",16
"Mcleod County, Minnesota",27
"Mahnomen County, Minnesota",Data suppressed
"Marshall County, Minnesota",Data suppressed
"Martin County, Minnesota",14
"Meeker County, Minnesota",14
"Mille Lacs County, Minnesota",20
"Morrison County, Minnesota",14
"Mower County, Minnesota",69
"Murray County, Minnesota",Data suppressed
"Nicollet County, Minnesota",20
"Nobles County, Minnesota",32
"Norman County, Minnesota",6
"Olmsted County, Minnesota",231
"Otter Tail County, Minnesota",25
"Pennington County, Minnesota",6
"Pine County, Minnesota",27
"Pipestone County, Minnesota",8
"Polk County, Minnesota",26
"Pope County, Minnesota",5
"Ramsey County, Minnesota","1,433"
"Red Lake County, Minnesota",Data suppressed
"Redwood County, Minnesota",9
"Renville County, Minnesota",6
"Rice County, Minnesota",64
"Rock County, Minnesota",7
"Roseau County, Minnesota",Data suppressed
"St. Louis County, Minnesota",165
"Scott County, Minnesota",147
"Sherburne County, Minnesota",86
"Sibley County, Minnesota",Data suppressed
"Stearns County, Minnesota",122
"Steele County, Minnesota",17
"Stevens County, Minnesota",Data suppressed
"Swift County, Minnesota",5
"Todd County, Minnesota",5
"Traverse County, Minnesota",Data suppressed
"Wabasha County, Minnesota",13
"Wadena County, Minnesota",9
"Waseca County, Minnesota",9
"Washington County, Minnesota",241
"Watonwan County, Minnesota",5
"Wilkin County, Minnesota",Data suppressed
"Winona County, Minnesota",32
"Wright County, Minnesota",87
"Yellow Medicine County, Minnesota",Data suppressed
"Adams County, Mississippi",127
"Alcorn County, Mississippi",51
"Amite County, Mississippi",27
"Attala County, Mississippi",50
"Benton County, Mississippi",24
"Bolivar County, Mississippi",113
"Calhoun County, Mississippi",19
"Carroll County, Mississippi",41
"Chickasaw County, Mississippi",38
"Choctaw County, Mississippi",7
"Claiborne County, Mississippi",28
"Clarke County, Mississippi",64
"Clay County, Mississippi",64
"Coahoma County, Mississippi",167
"Copiah County, Mississippi",102
"Covington County, Mississippi",57
"Desoto County, Mississippi",435
"Forrest County, Mississippi",430
"Franklin County, Mississippi",12
"George County, Mississippi",30
"Greene County, Mississippi",76
"Grenada County, Mississippi",79
"Hancock County, Mississippi",84
"Harrison County, Mississippi",704
"Hinds County, Mississippi","2,251"
"Holmes County, Mississippi",69
"Humphreys County, Mississippi",26
"Issaquena County, Mississippi",Data suppressed
"Itawamba County, Mississippi",38
"Jackson County, Mississippi",302
"Jasper County, Mississippi",59
"Jefferson County, Mississippi",21
"Jefferson Davis County, Mississippi",32
"Jones County, Mississippi",180
"Kemper County, Mississippi",17
"Lafayette County, Mississippi",111
"Lamar County, Mississippi",49
"Lauderdale County, Mississippi",291
"Lawrence County, Mississippi",39
"Leake County, Mississippi",59
"Lee County, Mississippi",241
"Leflore County, Mississippi",112
"Lincoln County, Mississippi",63
"Lowndes County, Mississippi",154
"Madison County, Mississippi",279
"Marion County, Mississippi",69
"Marshall County, Mississippi",82
"Monroe County, Mississippi",57
"Montgomery County, Mississippi",27
"Neshoba County, Mississippi",59
"Newton County, Mississippi",49
"Noxubee County, Mississippi",34
"Oktibbeha County, Mississippi",82
"Panola County, Mississippi",74
"Pearl River County, Mississippi",104
"Perry County, Mississippi",27
"Pike County, Mississippi",163
"Pontotoc County, Mississippi",26
"Prentiss County, Mississippi",15
"Quitman County, Mississippi",16
"Rankin County, Mississippi",396
"Scott County, Mississippi",84
"Sharkey County, Mississippi",Data suppressed
"Simpson County, Mississippi",77
"Smith County, Mississippi",22
"Stone County, Mississippi",34
"Sunflower County, Mississippi",123
"Tallahatchie County, Mississippi",36
"Tate County, Mississippi",39
"Tippah County, Mississippi",32
"Tishomingo County, Mississippi",10
"Tunica County, Mississippi",69
"Union County, Mississippi",35
"Walthall County, Mississippi",30
"Warren County, Mississippi",163
"Washington County, Mississippi",194
"Wayne County, Mississippi",35
"Webster County, Mississippi",21
"Wilkinson County, Mississippi",25
"Winston County, Mississippi",46
"Yalobusha County, Mississippi",32
"Yazoo County, Mississippi",113
"Adair County, Missouri",34
"Andrew County, Missouri",23
"Atchison County, Missouri",Data suppressed
"Audrain County, Missouri",32
"Barry County, Missouri",31
"Barton County, Missouri",6
"Bates County, Missouri",16
"Benton County, Missouri",27
"Bollinger County, Missouri",8
"Boone County, Missouri",262
"Buchanan County, Missouri",127
"Butler County, Missouri",45
"Caldwell County, Missouri",18
"Callaway County, Missouri",72
"Camden County, Missouri",25
"Cape Girardeau County, Missouri",70
"Carroll County, Missouri",9
"Carter County, Missouri",6
"Cass County, Missouri",82
"Cedar County, Missouri",10
"Chariton County, Missouri",6
"Christian County, Missouri",51
"Clark County, Missouri",6
"Clay County, Missouri",412
"Clinton County, Missouri",19
"Cole County, Missouri",106
"Cooper County, Missouri",42
"Crawford County, Missouri",21
"Dade County, Missouri",8
"Dallas County, Missouri",16
"Daviess County, Missouri",11
"Dekalb County, Missouri",Data suppressed
"Dent County, Missouri",25
"Douglas County, Missouri",13
"Dunklin County, Missouri",26
"Franklin County, Missouri",69
"Gasconade County, Missouri",9
"Gentry County, Missouri",5
"Greene County, Missouri",547
"Grundy County, Missouri",5
"Harrison County, Missouri",5
"Henry County, Missouri",16
"Hickory County, Missouri",7
"Holt County, Missouri",0
"Howard County, Missouri",7
"Howell County, Missouri",10
"Iron County, Missouri",12
"Jackson County, Missouri","2,655"
"Jasper County, Missouri",154
"Jefferson County, Missouri",177
"Johnson County, Missouri",52
"Knox County, Missouri",Data suppressed
"Laclede County, Missouri",17
"Lafayette County, Missouri",14
"Lawrence County, Missouri",19
"Lewis County, Missouri",Data suppressed
"Lincoln County, Missouri",45
"Linn County, Missouri",5
"Livingston County, Missouri",9
"Mcdonald County, Missouri",20
"Macon County, Missouri",8
"Madison County, Missouri",6
"Maries County, Missouri",12
"Marion County, Missouri",21
"Mercer County, Missouri",0
"Miller County, Missouri",8
"Mississippi County, Missouri",41
"Moniteau County, Missouri",25
"Monroe County, Missouri",8
"Montgomery County, Missouri",9
"Morgan County, Missouri",7
"New Madrid County, Missouri",16
"Newton County, Missouri",29
"Nodaway County, Missouri",6
"Oregon County, Missouri",8
"Osage County, Missouri",Data suppressed
"Ozark County, Missouri",5
"Pemiscot County, Missouri",20
"Perry County, Missouri",Data suppressed
"Pettis County, Missouri",31
"Phelps County, Missouri",18
"Pike County, Missouri",22
"Platte County, Missouri",145
"Polk County, Missouri",26
"Pulaski County, Missouri",28
"Putnam County, Missouri",Data suppressed
"Ralls County, Missouri",Data suppressed
"Randolph County, Missouri",25
"Ray County, Missouri",5
"Reynolds County, Missouri",Data suppressed
"Ripley County, Missouri",Data suppressed
"St. Charles County, Missouri",337
"St. Clair County, Missouri",7
"Ste. Genevieve County, Missouri",27
"St. Francois County, Missouri",69
"St. Louis County, Missouri","2,870"
"Saline County, Missouri",10
"Schuyler County, Missouri",Data suppressed
"Scotland County, Missouri",Data suppressed
"Scott County, Missouri",25
"Shannon County, Missouri",Data suppressed
"Shelby County, Missouri",0
"Stoddard County, Missouri",9
"Stone County, Missouri",23
"Sullivan County, Missouri",6
"Taney County, Missouri",49
"Texas County, Missouri",11
"Vernon County, Missouri",24
"Warren County, Missouri",15
"Washington County, Missouri",27
"Wayne County, Missouri",6
"Webster County, Missouri",28
"Worth County, Missouri",0
"Wright County, Missouri",9
"St. Louis City, Missouri","2,618"
"Beaverhead County, Montana",36
"Big Horn County, Montana",5
"Blaine County, Montana",5
"Broadwater County, Montana",7
"Carbon County, Montana",13
"Carter County, Montana",Data suppressed
"Cascade County, Montana",54
"Chouteau County, Montana",Data suppressed
"Custer County, Montana",10
"Daniels County, Montana",Data suppressed
"Dawson County, Montana",7
"Deer Lodge County, Montana",12
"Fallon County, Montana",0
"Fergus County, Montana",7
"Flathead County, Montana",50
"Gallatin County, Montana",72
"Garfield County, Montana",0
"Glacier County, Montana",Data suppressed
"Golden Valley County, Montana",Data suppressed
"Granite County, Montana",Data suppressed
"Hill County, Montana",Data suppressed
"Jefferson County, Montana",8
"Judith Basin County, Montana",Data suppressed
"Lake County, Montana",23
"Lewis And Clark County, Montana",35
"Liberty County, Montana",0
"Lincoln County, Montana",6
"Mccone County, Montana",Data suppressed
"Madison County, Montana",6
"Meagher County, Montana",Data suppressed
"Mineral County, Montana",Data suppressed
"Missoula County, Montana",134
"Musselshell County, Montana",Data suppressed
"Park County, Montana",13
"Petroleum County, Montana",0
"Phillips County, Montana",0
"Pondera County, Montana",Data suppressed
"Powder River County, Montana",Data suppressed
"Powell County, Montana",6
"Prairie County, Montana",0
"Ravalli County, Montana",22
"Richland County, Montana",Data suppressed
"Roosevelt County, Montana",Data suppressed
"Rosebud County, Montana",Data suppressed
"Sanders County, Montana",7
"Sheridan County, Montana",Data suppressed
"Silver Bow County, Montana",24
"Stillwater County, Montana",5
"Sweet Grass County, Montana",0
"Teton County, Montana",Data suppressed
"Toole County, Montana",Data suppressed
"Treasure County, Montana",0
"Valley County, Montana",Data suppressed
"Wheatland County, Montana",0
"Wibaux County, Montana",0
"Yellowstone County, Montana",107
"Adams County, Nebraska",7
"Antelope County, Nebraska",0
"Arthur County, Nebraska",0
"Banner County, Nebraska",Data suppressed
"Blaine County, Nebraska",0
"Boone County, Nebraska",Data suppressed
"Box Butte County, Nebraska",Data suppressed
"Boyd County, Nebraska",0
"Brown County, Nebraska",Data suppressed
"Buffalo County, Nebraska",17
"Burt County, Nebraska",Data suppressed
"Butler County, Nebraska",Data suppressed
"Cass County, Nebraska",Data suppressed
"Cedar County, Nebraska",Data suppressed
"Chase County, Nebraska",Data suppressed
"Cherry County, Nebraska",Data suppressed
"Cheyenne County, Nebraska",Data suppressed
"Clay County, Nebraska",Data suppressed
"Colfax County, Nebraska",Data suppressed
"Cuming County, Nebraska",Data suppressed
"Custer County, Nebraska",5
"Dakota County, Nebraska",Data suppressed
"Dawes County, Nebraska",0
"Dawson County, Nebraska",7
"Deuel County, Nebraska",0
"Dixon County, Nebraska",Data suppressed
"Dodge County, Nebraska",13
"Douglas County, Nebraska",460
"Dundy County, Nebraska",0
"Fillmore County, Nebraska",Data suppressed
"Franklin County, Nebraska",Data suppressed
"Frontier County, Nebraska",Data suppressed
"Furnas County, Nebraska",Data suppressed
"Gage County, Nebraska",Data suppressed
"Garden County, Nebraska",0
"Garfield County, Nebraska",Data suppressed
"Gosper County, Nebraska",0
"Grant County, Nebraska",0
"Greeley County, Nebraska",0
"Hall County, Nebraska",36
"Hamilton County, Nebraska",0
"Harlan County, Nebraska",0
"Hayes County, Nebraska",0
"Hitchcock County, Nebraska",Data suppressed
"Holt County, Nebraska",Data suppressed
"Hooker County, Nebraska",0
"Howard County, Nebraska",Data suppressed
"Jefferson County, Nebraska",Data suppressed
"Johnson County, Nebraska",0
"Kearney County, Nebraska",Data suppressed
"Keith County, Nebraska",Data suppressed
"Keya Paha County, Nebraska",0
"Kimball County, Nebraska",0
"Knox County, Nebraska",Data suppressed
"Lancaster County, Nebraska",116
"Lincoln County, Nebraska",6
"Logan County, Nebraska",0
"Loup County, Nebraska",0
"Mcpherson County, Nebraska",0
"Madison County, Nebraska",12
"Merrick County, Nebraska",0
"Morrill County, Nebraska",Data suppressed
"Nance County, Nebraska",Data suppressed
"Nemaha County, Nebraska",0
"Nuckolls County, Nebraska",0
"Otoe County, Nebraska",Data suppressed
"Pawnee County, Nebraska",0
"Perkins County, Nebraska",0
"Phelps County, Nebraska",Data suppressed
"Pierce County, Nebraska",0
"Platte County, Nebraska",Data suppressed
"Polk County, Nebraska",Data suppressed
"Red Willow County, Nebraska",Data suppressed
"Richardson County, Nebraska",Data suppressed
"Rock County, Nebraska",0
"Saline County, Nebraska",Data suppressed
"Sarpy County, Nebraska",52
"Saunders County, Nebraska",Data suppressed
"Scotts Bluff County, Nebraska",5
"Seward County, Nebraska",Data suppressed
"Sheridan County, Nebraska",0
"Sherman County, Nebraska",0
"Sioux County, Nebraska",0
"Stanton County, Nebraska",Data suppressed
"Thayer County, Nebraska",0
"Thomas County, Nebraska",0
"Thurston County, Nebraska",Data suppressed
"Valley County, Nebraska",0
"Washington County, Nebraska",Data suppressed
"Wayne County, Nebraska",Data suppressed
"Webster County, Nebraska",0
"Wheeler County, Nebraska",0
"York County, Nebraska",Data suppressed
"Churchill County, Nevada",29
"Clark County, Nevada","10,048"
"Douglas County, Nevada",46
"Elko County, Nevada",30
"Esmeralda County, Nevada",Data suppressed
"Eureka County, Nevada",Data suppressed
"Humboldt County, Nevada",12
"Lander County, Nevada",5
"Lincoln County, Nevada",5
"Lyon County, Nevada",57
"Mineral County, Nevada",Data suppressed
"Nye County, Nevada",104
"Pershing County, Nevada",12
"Storey County, Nevada",Data suppressed
"Washoe County, Nevada","1,127"
"White Pine County, Nevada",19
"Carson City, Nevada",157
"Belknap County, New Hampshire",34
"Carroll County, New Hampshire",28
"Cheshire County, New Hampshire",27
"Coos County, New Hampshire",14
"Grafton County, New Hampshire",30
"Hillsborough County, New Hampshire",276
"Merrimack County, New Hampshire",110
"Rockingham County, New Hampshire",148
"Strafford County, New Hampshire",86
"Sullivan County, New Hampshire",9
"Atlantic County, New Jersey","1,186"
"Bergen County, New Jersey","1,899"
"Burlington County, New Jersey","1,035"
"Camden County, New Jersey","1,828"
"Cape May County, New Jersey",179
"Cumberland County, New Jersey",730
"Essex County, New Jersey","8,746"
"Gloucester County, New Jersey",461
"Hudson County, New Jersey","4,975"
"Hunterdon County, New Jersey",201
"Mercer County, New Jersey","1,528"
"Middlesex County, New Jersey","2,266"
"Monmouth County, New Jersey","1,737"
"Morris County, New Jersey",819
"Ocean County, New Jersey",860
"Passaic County, New Jersey","2,358"
"Salem County, New Jersey",161
"Somerset County, New Jersey",620
"Sussex County, New Jersey",186
"Union County, New Jersey","2,861"
"Warren County, New Jersey",175
"Bernalillo County, New Mexico","1,669"
"Catron County, New Mexico",Data suppressed
"Chaves County, New Mexico",70
"Cibola County, New Mexico",93
"Colfax County, New Mexico",17
"Curry County, New Mexico",35
"De Baca County, New Mexico",0
"Doña Ana County, New Mexico",489
"Eddy County, New Mexico",42
"Grant County, New Mexico",32
"Guadalupe County, New Mexico",5
"Harding County, New Mexico",0
"Hidalgo County, New Mexico",Data suppressed
